發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2024,8,20240809,071821,A1,桃園市政府警察局,桃園市蘆竹區南山路二段口 / 桃園市蘆竹區長興路二段口,晴,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡1;受傷5,7,人,乘客,女,28,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.285435,25.073198
2024,8,20240809,071821,A1,桃園市政府警察局,桃園市蘆竹區南山路二段口 / 桃園市蘆竹區長興路二段口,晴,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡1;受傷5,8,人,乘客,男,33,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.285435,25.073198
2024,8,20240809,071821,A1,桃園市政府警察局,桃園市蘆竹區南山路二段口 / 桃園市蘆竹區長興路二段口,晴,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡1;受傷5,9,人,乘客,女,72,繫安全帶(使用幼童安全椅),非駕駛人,不明,不明,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.285435,25.073198
2024,8,20240811,050600,A1,桃園市政府警察局,桃園市桃園區介壽路附近 / 桃園市桃園區介壽路附近,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,違反其他標誌(線)禁制,死亡1;受傷0,1,慢車,腳踏自行車,男,73,其他(無需使用保護裝備之人),未使用,車的狀態,向右變換車道,機車與自行車,右側車身,,,駕駛者,違反其他標誌(線)禁制,否,121.302996,24.976900
2024,8,20240811,050600,A1,桃園市政府警察局,桃園市桃園區介壽路附近 / 桃園市桃園區介壽路附近,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,違反其他標誌(線)禁制,死亡1;受傷0,2,小客車(含客、貨兩用),計程車,男,67,不明,不明,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.302996,24.976900
2024,8,20240811,164806,A1,桃園市政府警察局,桃園市平鎮區民族路二段涵洞下往中壢方向,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,1,機車,普通重型,男,56,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.200078,24.956967
2024,8,20240811,164806,A1,桃園市政府警察局,桃園市平鎮區民族路二段涵洞下往中壢方向,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,2,機車,普通重型,男,59,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.200078,24.956967
2024,8,20240812,195012,A1,桃園市政府警察局,桃園市中壢區中福路819號前0.0公尺附近,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,1,小貨車,自用,男,25,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,左側車身,,,駕駛者,無號誌路口，轉彎車未讓直行車先行,否,121.231904,24.979444
2024,8,20240812,195012,A1,桃園市政府警察局,桃園市中壢區中福路819號前0.0公尺附近,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,2,機車,普通重型,男,18,戴非半罩式安全帽,未使用,車的狀態,其他,機車與自行車,前車頭,,,駕駛者,未依規定減速,否,121.231904,24.979444
2024,8,20240816,123600,A1,桃園市政府警察局,桃園市大溪區信義路口 / 桃園市大溪區中華路口,晴,有照明未開啟或故障,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,1,小客車(含客、貨兩用),自用,男,86,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,右前車頭(身),,,駕駛者,有號誌路口，轉彎車未讓直行車先行,否,121.292845,24.885361
2024,8,20240816,123600,A1,桃園市政府警察局,桃園市大溪區信義路口 / 桃園市大溪區中華路口,晴,有照明未開啟或故障,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,2,機車,普通重型,男,41,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,機車與自行車,右側車身,駕駛者,未依規定減速,否,121.292845,24.885361
2024,8,20240816,141000,A1,桃園市政府警察局,桃園市中壢區龍岡路三段口 / 桃園市中壢區龍岡路三段口,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷0,1,機車,普通重型,男,69,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,駕駛者,闖紅燈直行,否,121.238846,24.931116
2024,8,20240816,141000,A1,桃園市政府警察局,桃園市中壢區龍岡路三段口 / 桃園市中壢區龍岡路三段口,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷0,2,小客車(含客、貨兩用),自用,男,39,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.238846,24.931116
2024,8,20240819,064038,A1,桃園市政府警察局,桃園市蘆竹區南青路381-1號前0.0公尺東側,晴,有照明未開啟或故障,鄉道,50,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),未繪設車道線,寬式快慢車道分隔島(50公分以上),有,車輛本身,撞橋樑(橋墩),駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,機車,普通重型,男,49,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.243694,25.040981
2024,8,20240819,064038,A1,桃園市政府警察局,桃園市蘆竹區南青路381-1號前0.0公尺東側,晴,有照明未開啟或故障,鄉道,50,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),未繪設車道線,寬式快慢車道分隔島(50公分以上),有,車輛本身,撞橋樑(橋墩),駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.243694,25.040981
2024,8,20240820,192541,A1,桃園市政府警察局,桃園市龜山區萬壽路一段283號前0.0公尺,雨,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,濕潤,有坑洞,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,1,機車,普通重型,男,22,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.402918,25.017289
2024,8,20240820,192541,A1,桃園市政府警察局,桃園市龜山區萬壽路一段283號前0.0公尺,雨,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,濕潤,有坑洞,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(物或動物),道路設施(備)、植栽或其他裝置，倒塌或掉(斷)落,否,121.402918,25.017289
2024,8,20240820,192541,A1,桃園市政府警察局,桃園市龜山區萬壽路一段283號前0.0公尺,雨,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,濕潤,有坑洞,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,3,大貨車,營業用,男,43,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.402918,25.017289
2024,8,20240820,192541,A1,桃園市政府警察局,桃園市龜山區萬壽路一段283號前0.0公尺,雨,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,濕潤,有坑洞,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,4,人,乘客,女,20,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.402918,25.017289
2024,8,20240827,170809,A1,桃園市政府警察局,桃園市大溪區仁和路二段口 / 桃園市大溪區永昌路口,晴,有照明未開啟或故障,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,逆向行駛,死亡1;受傷0,1,機車,普通重型,女,68,不明,不明,車的狀態,迴轉或橫越道路中,機車與自行車,右側車身,,,駕駛者,逆向行駛,否,121.265201,24.903715
2024,8,20240827,170809,A1,桃園市政府警察局,桃園市大溪區仁和路二段口 / 桃園市大溪區永昌路口,晴,有照明未開啟或故障,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,逆向行駛,死亡1;受傷0,2,小客車(含客、貨兩用),自用,男,49,不明,不明,車的狀態,向前直行中,汽車,左側車身,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.265201,24.903715
2024,8,20240828,214540,A1,桃園市政府警察局,桃園市中壢區自強一路口 / 桃園市中壢區自強二路口,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,1,小貨車,營業用,男,37,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,右後車尾(身),,,駕駛者,無號誌路口，轉彎車未讓直行車先行,否,121.244396,24.969621
2024,8,20240828,214540,A1,桃園市政府警察局,桃園市中壢區自強一路口 / 桃園市中壢區自強二路口,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,2,機車,大型重型1(550C.C.以上),男,30,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,超速駕駛,否,121.244396,24.969621
2024,8,20240830,051500,A1,國道公路警察局,桃園市蘆竹區國道1號 52公里600.0公尺處北側向路肩,晴,有照明且開啟,國道,90,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,半聯結車,營業用,男,59,未戴安全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,汽車,左側車身,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.270002,25.016150
2024,8,20240830,051500,A1,國道公路警察局,桃園市蘆竹區國道1號 52公里600.0公尺處北側向路肩,晴,有照明且開啟,國道,90,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.270002,25.016150
2024,8,20240830,094900,A1,桃園市政府警察局,桃園市楊梅區青山里埔心牧場第一停車場斜對面(幼獅路一段439號),晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,變換車道不當,死亡1;受傷0,1,半聯結車,營業用,男,48,繫安全帶(使用幼童安全椅),未使用,車的狀態,向右變換車道,汽車,右前車頭(身),,,駕駛者,變換車道不當,否,121.176125,24.925079
2024,8,20240830,094900,A1,桃園市政府警察局,桃園市楊梅區青山里埔心牧場第一停車場斜對面(幼獅路一段439號),晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,變換車道不當,死亡1;受傷0,2,機車,普通重型,女,64,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.176125,24.925079
2024,9,20240901,194800,A1,桃園市政府警察局,桃園市龜山區文化二路口 / 桃園市龜山區文化二路口,晴,有照明且開啟,市區道路,50,交岔路,三岔路,其他,行人穿越道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與車,穿越道路中,駕駛者,車輛未依規定暫停讓行人先行,死亡1;受傷0,1,大貨車,營業用,男,44,繫安全帶(使用幼童安全椅),未使用,車的狀態,迴轉或橫越道路中,汽車,前車頭,,,駕駛者,車輛未依規定暫停讓行人先行,否,121.365546,25.058729
2024,9,20240901,194800,A1,桃園市政府警察局,桃園市龜山區文化二路口 / 桃園市龜山區文化二路口,晴,有照明且開啟,市區道路,50,交岔路,三岔路,其他,行人穿越道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與車,穿越道路中,駕駛者,車輛未依規定暫停讓行人先行,死亡1;受傷0,2,人,行人,女,64,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.365546,25.058729
2024,9,20240902,224900,A1,桃園市政府警察局,桃園市大溪區康莊路645號前0.0公尺附近,晴,有照明且開啟,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,酒醉(後)駕駛,死亡1;受傷0,1,小客車(含客、貨兩用),自用,男,55,不明,不明,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛者,酒醉(後)駕駛,否,121.284153,24.867405
2024,9,20240902,224900,A1,桃園市政府警察局,桃園市大溪區康莊路645號前0.0公尺附近,晴,有照明且開啟,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,酒醉(後)駕駛,死亡1;受傷0,2,機車,普通重型,男,75,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.284153,24.867405
2024,9,20240909,230700,A1,國道公路警察局,桃園市大溪區國道3號 62公里400.0公尺處南側向交流道,晴,有照明且開啟,國道,30,單路部分,直路,交流道,直線匝道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),駕駛者,酒醉(後)駕駛,死亡1;受傷0,1,大貨車,營業用,男,34,未戴安全帽或未繫安全帶(未使用幼童安全椅),不明,車的狀態,向前直行中,汽車,前車頭,汽車,左前車頭(身),駕駛者,酒醉(後)駕駛,否,121.265290,24.894349
2024,9,20240909,230700,A1,國道公路警察局,桃園市大溪區國道3號 62公里400.0公尺處南側向交流道,晴,有照明且開啟,國道,30,單路部分,直路,交流道,直線匝道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),駕駛者,酒醉(後)駕駛,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.265290,24.894349
2024,9,20240918,150500,A1,桃園市政府警察局,桃園市楊梅區中山北路口 / 桃園市楊梅區自強街口,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷1,1,機車,普通重型,男,17,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,闖紅燈直行,否,121.155117,24.908027
2024,9,20240918,150500,A1,桃園市政府警察局,桃園市楊梅區中山北路口 / 桃園市楊梅區自強街口,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷1,2,機車,普通重型,女,59,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.155117,24.908027
2024,9,20240920,072600,A1,國道公路警察局,桃園市龜山區國道1號 43公里600.0公尺處南側向內側,晴,有照明未開啟或故障,國道,100,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,其他,車輛或機械操作不當(慎),死亡1;受傷1,1,小客車(含客、貨兩用),自用,女,47,未戴安全帽或未繫安全帶(未使用幼童安全椅),不明,車的狀態,其他,汽車,左側車身,汽車,前車頭,其他,車輛或機械操作不當(慎),否,121.338765,25.064062
2024,9,20240920,072600,A1,國道公路警察局,桃園市龜山區國道1號 43公里600.0公尺處南側向內側,晴,有照明未開啟或故障,國道,100,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,其他,車輛或機械操作不當(慎),死亡1;受傷1,2,小客車(含客、貨兩用),自用,男,63,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),汽車,前車頭,無(車輛駕駛者因素),尚未發現肇事因素,否,121.338765,25.064062
2024,9,20240920,072600,A1,國道公路警察局,桃園市龜山區國道1號 43公里600.0公尺處南側向內側,晴,有照明未開啟或故障,國道,100,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,其他,車輛或機械操作不當(慎),死亡1;受傷1,3,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.338765,25.064062
2024,9,20240920,072600,A1,國道公路警察局,桃園市龜山區國道1號 43公里600.0公尺處南側向內側,晴,有照明未開啟或故障,國道,100,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,其他,車輛或機械操作不當(慎),死亡1;受傷1,4,小客車(含客、貨兩用),自用,男,31,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,車底,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.338765,25.064062
2024,9,20240923,084106,A1,桃園市政府警察局,桃園市楊梅區永美路86號前0.0公尺附近,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,未保持行車安全間隔,死亡1;受傷0,1,大貨車,營業用,男,38,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右側車身,汽車,右後車尾(身),駕駛者,未保持行車安全間隔,否,121.185756,24.921241
2024,9,20240923,084106,A1,桃園市政府警察局,桃園市楊梅區永美路86號前0.0公尺附近,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,未保持行車安全間隔,死亡1;受傷0,2,機車,普通重型,男,70,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,機車與自行車,前車頭,無(車輛駕駛者因素),尚未發現肇事因素,否,121.185756,24.921241
2024,9,20240923,084106,A1,桃園市政府警察局,桃園市楊梅區永美路86號前0.0公尺附近,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,未保持行車安全間隔,死亡1;受傷0,3,小貨車,自用,男,44,繫安全帶(使用幼童安全椅),未使用,車的狀態,靜止(引擎熄火),汽車,左側車身,汽車,左後車尾(身),無(車輛駕駛者因素),尚未發現肇事因素,否,121.185756,24.921241
2024,9,20240923,122015,A1,桃園市政府警察局,桃園市龍潭區龍祥里聖亭路300巷前0.0公尺附近,晴,無照明,鄉道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,1,機車,大型重型1(550C.C.以上),男,19,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.203710,24.871358
